DocEntry;DocNum;CardCode;CardName;GroupCode;GroupName;Country;CountryName;State1;StateName;City;DocDate;SlpCode;DocCur;DocRate;DocTotal;DocTotalFC;ItemCode;ItmsGrpCod;ItmsGrpNam;ItemName;Quantity;WhsCode;StockPrice;PriceBefDi;DiscPrcnt;Price;LineTotal
7;7;C40000;Earthshaker Corporation;102;Large Accounts;US;USA;CA;California;Irvine;Mar 15, 2006 12:00:00.0 AM;3;$;1;10,573;0;A00003;101;J.B. Printers;J.B. Officeprint 1186;10;01;285.916239;375;0;375;3,750
7;7;C40000;Earthshaker Corporation;102;Large Accounts;US;USA;CA;California;Irvine;Mar 15, 2006 12:00:00.0 AM;3;$;1;10,573;0;P10002;105;PC;PC - 12x core, 64GB, 5 x 150GB SSD;2;01;1,286.217049;1,725;0;1,725;3,450
8;8;C20000;Norm Thompson;103;Distributors;US;USA;PA;Pennsylvania;Northampton;Mar 19, 2006 12:00:00.0 AM;1;$;1;6,996;0;A00006;102;Rainbow Printers;Rainbow 1200 Laser Series;10;01;318.124648;600;0;600;6,000
8;8;C20000;Norm Thompson;103;Distributors;US;USA;PA;Pennsylvania;Northampton;Mar 19, 2006 12:00:00.0 AM;1;$;1;6,996;0;B10000;100;Items;Printer Label;400;01;0.727033;1.5;0;1.5;600
9;9;C23900;Parameter Technology;106;High Tech;US;USA;PA;Pennsylvania;Philadelphia;Mar 27, 2006 12:00:00.0 AM;4;$;1;10,494;0;A00001;103;Accessories;IBM Infoprint 1312;8;01;370.033659;600;0;600;4,800
9;9;C23900;Parameter Technology;106;High Tech;US;USA;PA;Pennsylvania;Philadelphia;Mar 27, 2006 12:00:00.0 AM;4;$;1;10,494;0;A00003;101;J.B. Printers;J.B. Officeprint 1186;8;01;285.916246;450;0;450;3,600
9;9;C23900;Parameter Technology;106;High Tech;US;USA;PA;Pennsylvania;Philadelphia;Mar 27, 2006 12:00:00.0 AM;4;$;1;10,494;0;LM4029MC;101;J.B. Printers;Memory Chip;20;01;49.17582;75;0;75;1,500
10;10;C50000;ADA Technologies;103;Distributors;US;USA;NH;New Hampshire;Dover;Apr 7, 2006 12:00:00.0 AM;2;EUR;1.2124;36,172.5;29,835.45;S10000;104;Servers;Server Point 10000;5;01;1,272.904;2,300;0;2,300;11,500
10;10;C50000;ADA Technologies;103;Distributors;US;USA;NH;New Hampshire;Dover;Apr 7, 2006 12:00:00.0 AM;2;EUR;1.2124;36,172.5;29,835.45;P10003;105;PC;PC Set 1;5;01;1,626.653438;2,175;0;2,175;10,875
10;10;C50000;ADA Technologies;103;Distributors;US;USA;NH;New Hampshire;Dover;Apr 7, 2006 12:00:00.0 AM;2;EUR;1.2124;36,172.5;29,835.45;P10004;100;Items;PC Set 2;5;01;1,772.236957;2,350;0;2,350;11,750
11;11;C60000;SG Electronics;108;Production;CA;Canada;ON;Ontario;Toronto;Apr 1, 2006 12:00:00.0 AM;5;CAN;0.8534;16,387.51;19,202.61;C00003;100;Items;Quadcore CPU 3.4 GHz;10;01;122.479757;195;0;195;1,950
11;11;C60000;SG Electronics;108;Production;CA;Canada;ON;Ontario;Toronto;Apr 1, 2006 12:00:00.0 AM;5;CAN;0.8534;16,387.51;19,202.61;C00009;100;Items;Keyboard Comfort USB;20;01;18.878396;30;0;30;600
11;11;C60000;SG Electronics;108;Production;CA;Canada;ON;Ontario;Toronto;Apr 1, 2006 12:00:00.0 AM;5;CAN;0.8534;16,387.51;19,202.61;C00008;100;Items;Computer Monitor 24" HDMI;20;01;188.266385;300;0;300;6,000
11;11;C60000;SG Electronics;108;Production;CA;Canada;ON;Ontario;Toronto;Apr 1, 2006 12:00:00.0 AM;5;CAN;0.8534;16,387.51;19,202.61;C00007;100;Items;Hard Disk 3TB;10;01;471.653289;750;0;750;7,500
11;11;C60000;SG Electronics;108;Production;CA;Canada;ON;Ontario;Toronto;Apr 1, 2006 12:00:00.0 AM;5;CAN;0.8534;16,387.51;19,202.61;C00006;100;Items;Gigabit Network Card;15;01;13.786905;22.5;0;22.5;337.5
12;12;C70000;Aquent Systems;104;Small Accounts;CA;Canada;QC;Québec;Montreal;Apr 16, 2006 12:00:00.0 AM;4;CAN;0.8534;28,174.99;33,014.99;A00006;102;Rainbow Printers;Rainbow 1200 Laser Series;20;01;318.124621;700;0;700;14,000
12;12;C70000;Aquent Systems;104;Small Accounts;CA;Canada;QC;Québec;Montreal;Apr 16, 2006 12:00:00.0 AM;4;CAN;0.8534;28,174.99;33,014.99;B10000;100;Items;Printer Label;100;01;0.727035;1.75;0;1.75;175
12;12;C70000;Aquent Systems;104;Small Accounts;CA;Canada;QC;Québec;Montreal;Apr 16, 2006 12:00:00.0 AM;4;CAN;0.8534;28,174.99;33,014.99;A00001;103;Accessories;IBM Infoprint 1312;10;01;370.033656;700;0;700;7,000
12;12;C70000;Aquent Systems;104;Small Accounts;CA;Canada;QC;Québec;Montreal;Apr 16, 2006 12:00:00.0 AM;4;CAN;0.8534;28,174.99;33,014.99;A00003;101;J.B. Printers;J.B. Officeprint 1186;10;01;285.916246;525;0;525;5,250
12;12;C70000;Aquent Systems;104;Small Accounts;CA;Canada;QC;Québec;Montreal;Apr 16, 2006 12:00:00.0 AM;4;CAN;0.8534;28,174.99;33,014.99;LM4029MC;101;J.B. Printers;Memory Chip;20;01;49.175812;87.5;0;87.5;1,750
13;13;C70000;Aquent Systems;104;Small Accounts;CA;Canada;QC;Québec;Montreal;Apr 21, 2006 12:00:00.0 AM;4;CAN;0.8534;7,000;8,202.48;A00001;103;Accessories;IBM Infoprint 1312;5;01;370.033643;700;0;700;3,500
13;13;C70000;Aquent Systems;104;Small Accounts;CA;Canada;QC;Québec;Montreal;Apr 21, 2006 12:00:00.0 AM;4;CAN;0.8534;7,000;8,202.48;A00003;101;J.B. Printers;J.B. Officeprint 1186;5;01;285.916254;525;0;525;2,625
13;13;C70000;Aquent Systems;104;Small Accounts;CA;Canada;QC;Québec;Montreal;Apr 21, 2006 12:00:00.0 AM;4;CAN;0.8534;7,000;8,202.48;LM4029MC;101;J.B. Printers;Memory Chip;10;01;49.175802;87.5;0;87.5;875
14;14;C60000;SG Electronics;108;Production;CA;Canada;ON;Ontario;Toronto;Apr 24, 2006 12:00:00.0 AM;5;CAN;0.8534;20,122.51;23,579.23;C00004;100;Items;Tower Case with Power supply;10;01;32.616901;52.5;0;52.5;525
14;14;C60000;SG Electronics;108;Production;CA;Canada;ON;Ontario;Toronto;Apr 24, 2006 12:00:00.0 AM;5;CAN;0.8534;20,122.51;23,579.23;A00002;113;Agro;IBM Infoprint 1222;15;01;185.809831;300;0;300;4,500
14;14;C60000;SG Electronics;108;Production;CA;Canada;ON;Ontario;Toronto;Apr 24, 2006 12:00:00.0 AM;5;CAN;0.8534;20,122.51;23,579.23;A00003;101;J.B. Printers;J.B. Officeprint 1186;10;01;285.916258;450;0;450;4,500
14;14;C60000;SG Electronics;108;Production;CA;Canada;ON;Ontario;Toronto;Apr 24, 2006 12:00:00.0 AM;5;CAN;0.8534;20,122.51;23,579.23;C00006;100;Items;Gigabit Network Card;15;01;13.78692;22.5;0;22.5;337.5
14;14;C60000;SG Electronics;108;Production;CA;Canada;ON;Ontario;Toronto;Apr 24, 2006 12:00:00.0 AM;5;CAN;0.8534;20,122.51;23,579.23;C00007;100;Items;Hard Disk 3TB;10;01;471.653303;750;0;750;7,500
14;14;C60000;SG Electronics;108;Production;CA;Canada;ON;Ontario;Toronto;Apr 24, 2006 12:00:00.0 AM;5;CAN;0.8534;20,122.51;23,579.23;S10000;104;Servers;Server Point 10000;1;01;1,272.904;2,760;0;2,760;2,760
15;15;C40000;Earthshaker Corporation;102;Large Accounts;US;USA;CA;California;Irvine;Apr 27, 2006 12:00:00.0 AM;3;$;1;41,120.25;0;S10000;104;Servers;Server Point 10000;5;01;1,272.904063;2,300;0;2,300;11,500
15;15;C40000;Earthshaker Corporation;102;Large Accounts;US;USA;CA;California;Irvine;Apr 27, 2006 12:00:00.0 AM;3;$;1;41,120.25;0;P10001;105;PC;PC - 8x core, DDR 32GB, 2TB HDD;2;01;1,340.737222;1,800;0;1,800;3,600
15;15;C40000;Earthshaker Corporation;102;Large Accounts;US;USA;CA;California;Irvine;Apr 27, 2006 12:00:00.0 AM;3;$;1;41,120.25;0;P10003;105;PC;PC Set 1;5;01;1,626.65339;2,175;0;2,175;10,875
15;15;C40000;Earthshaker Corporation;102;Large Accounts;US;USA;CA;California;Irvine;Apr 27, 2006 12:00:00.0 AM;3;$;1;41,120.25;0;P10004;100;Items;PC Set 2;5;01;1,772.237031;2,350;0;2,350;11,750
16;16;C42000;Mashina Corporation;103;Distributors;US;USA;OH;Ohio;Dayton;May 2, 2006 12:00:00.0 AM;5;$;1;4,107.5;0;A00002;113;Agro;IBM Infoprint 1222;8;01;185.809821;250;0;250;2,000
16;16;C42000;Mashina Corporation;103;Distributors;US;USA;OH;Ohio;Dayton;May 2, 2006 12:00:00.0 AM;5;$;1;4,107.5;0;A00003;101;J.B. Printers;J.B. Officeprint 1186;5;01;285.916267;375;0;375;1,875
17;17;C50000;ADA Technologies;103;Distributors;US;USA;NH;New Hampshire;Dover;May 12, 2006 12:00:00.0 AM;2;EUR;1.2607;21,412.01;16,984.22;A00001;103;Accessories;IBM Infoprint 1312;8;01;370.033636;500;0;500;4,000
17;17;C50000;ADA Technologies;103;Distributors;US;USA;NH;New Hampshire;Dover;May 12, 2006 12:00:00.0 AM;2;EUR;1.2607;21,412.01;16,984.22;A00003;101;J.B. Printers;J.B. Officeprint 1186;8;01;285.916271;375;0;375;3,000
17;17;C50000;ADA Technologies;103;Distributors;US;USA;NH;New Hampshire;Dover;May 12, 2006 12:00:00.0 AM;2;EUR;1.2607;21,412.01;16,984.22;P10001;105;PC;PC - 8x core, DDR 32GB, 2TB HDD;1;01;1,340.737308;1,800;0;1,800;1,800
17;17;C50000;ADA Technologies;103;Distributors;US;USA;NH;New Hampshire;Dover;May 12, 2006 12:00:00.0 AM;2;EUR;1.2607;21,412.01;16,984.22;P10002;105;PC;PC - 12x core, 64GB, 5 x 150GB SSD;1;01;1,286.217119;1,725;0;1,725;1,725
17;17;C50000;ADA Technologies;103;Distributors;US;USA;NH;New Hampshire;Dover;May 12, 2006 12:00:00.0 AM;2;EUR;1.2607;21,412.01;16,984.22;P10003;105;PC;PC Set 1;2;01;1,626.653333;2,175;0;2,175;4,350
17;17;C50000;ADA Technologies;103;Distributors;US;USA;NH;New Hampshire;Dover;May 12, 2006 12:00:00.0 AM;2;EUR;1.2607;21,412.01;16,984.22;P10004;100;Items;PC Set 2;2;01;1,772.236949;2,350;0;2,350;4,700
17;17;C50000;ADA Technologies;103;Distributors;US;USA;NH;New Hampshire;Dover;May 12, 2006 12:00:00.0 AM;2;EUR;1.2607;21,412.01;16,984.22;LM4029MC;101;J.B. Printers;Memory Chip;10;01;49.175797;62.5;0;62.5;625
18;18;C70000;Aquent Systems;104;Small Accounts;CA;Canada;QC;Québec;Montreal;May 22, 2006 12:00:00.0 AM;4;CAN;0.8985;35,210;39,187.53;S10000;104;Servers;Server Point 10000;7;01;1,272.904068;3,220;0;3,220;22,540
18;18;C70000;Aquent Systems;104;Small Accounts;CA;Canada;QC;Québec;Montreal;May 22, 2006 12:00:00.0 AM;4;CAN;0.8985;35,210;39,187.53;P10003;105;PC;PC Set 1;2;01;1,626.653269;3,045;0;3,045;6,090
18;18;C70000;Aquent Systems;104;Small Accounts;CA;Canada;QC;Québec;Montreal;May 22, 2006 12:00:00.0 AM;4;CAN;0.8985;35,210;39,187.53;P10004;100;Items;PC Set 2;2;01;1,772.237018;3,290;0;3,290;6,580
19;19;C20000;Norm Thompson;103;Distributors;US;USA;PA;Pennsylvania;Northampton;Jun 6, 2006 12:00:00.0 AM;1;$;1;26,076;0;C00005;100;Items;WLAN Card;12;01;56.5285;90;0;90;1,080
19;19;C20000;Norm Thompson;103;Distributors;US;USA;PA;Pennsylvania;Northampton;Jun 6, 2006 12:00:00.0 AM;1;$;1;26,076;0;C00002;100;Items;Motherboard MicroATX;12;01;269.29538;450;0;450;5,400
19;19;C20000;Norm Thompson;103;Distributors;US;USA;PA;Pennsylvania;Northampton;Jun 6, 2006 12:00:00.0 AM;1;$;1;26,076;0;C00003;100;Items;Quadcore CPU 3.4 GHz;16;01;122.479747;195;0;195;3,120
19;19;C20000;Norm Thompson;103;Distributors;US;USA;PA;Pennsylvania;Northampton;Jun 6, 2006 12:00:00.0 AM;1;$;1;26,076;0;A00004;102;Rainbow Printers;Rainbow Color Printer 5.0;8;01;486.019644;750;0;750;6,000
19;19;C20000;Norm Thompson;103;Distributors;US;USA;PA;Pennsylvania;Northampton;Jun 6, 2006 12:00:00.0 AM;1;$;1;26,076;0;A00005;102;Rainbow Printers;Rainbow Color Printer 7.5;15;01;385.223345;600;0;600;9,000
20;20;C23900;Parameter Technology;106;High Tech;US;USA;PA;Pennsylvania;Philadelphia;Jun 11, 2006 12:00:00.0 AM;4;$;1;22,959.6;0;A00001;103;Accessories;IBM Infoprint 1312;10;01;370.033633;600;0;600;6,000
20;20;C23900;Parameter Technology;106;High Tech;US;USA;PA;Pennsylvania;Philadelphia;Jun 11, 2006 12:00:00.0 AM;4;$;1;22,959.6;0;B10000;100;Items;Printer Label;200;01;0.727038;1.5;0;1.5;300
20;20;C23900;Parameter Technology;106;High Tech;US;USA;PA;Pennsylvania;Philadelphia;Jun 11, 2006 12:00:00.0 AM;4;$;1;22,959.6;0;A00002;113;Agro;IBM Infoprint 1222;8;01;185.809816;300;0;300;2,400
20;20;C23900;Parameter Technology;106;High Tech;US;USA;PA;Pennsylvania;Philadelphia;Jun 11, 2006 12:00:00.0 AM;4;$;1;22,959.6;0;A00003;101;J.B. Printers;J.B. Officeprint 1186;5;01;285.916272;450;0;450;2,250
20;20;C23900;Parameter Technology;106;High Tech;US;USA;PA;Pennsylvania;Philadelphia;Jun 11, 2006 12:00:00.0 AM;4;$;1;22,959.6;0;LM4029MC;101;J.B. Printers;Memory Chip;30;01;49.175792;75;0;75;2,250
20;20;C23900;Parameter Technology;106;High Tech;US;USA;PA;Pennsylvania;Philadelphia;Jun 11, 2006 12:00:00.0 AM;4;$;1;22,959.6;0;P10001;105;PC;PC - 8x core, DDR 32GB, 2TB HDD;2;01;1,340.737255;2,160;0;2,160;4,320
20;20;C23900;Parameter Technology;106;High Tech;US;USA;PA;Pennsylvania;Philadelphia;Jun 11, 2006 12:00:00.0 AM;4;$;1;22,959.6;0;P10002;105;PC;PC - 12x core, 64GB, 5 x 150GB SSD;2;01;1,286.217069;2,070;0;2,070;4,140
21;21;C30000;Microchips;102;Large Accounts;US;USA;NY;New York;Bronx;Jun 16, 2006 12:00:00.0 AM;2;$;1;25,114;0;S10000;104;Servers;Server Point 10000;5;01;1,272.904038;2,300;0;2,300;11,500
21;21;C30000;Microchips;102;Large Accounts;US;USA;NY;New York;Bronx;Jun 16, 2006 12:00:00.0 AM;2;$;1;25,114;0;P10002;105;PC;PC - 12x core, 64GB, 5 x 150GB SSD;3;01;1,286.217143;1,725;0;1,725;5,175
21;21;C30000;Microchips;102;Large Accounts;US;USA;NY;New York;Bronx;Jun 16, 2006 12:00:00.0 AM;2;$;1;25,114;0;P10003;105;PC;PC Set 1;3;01;1,626.6532;2,175;0;2,175;6,525
22;22;C40000;Earthshaker Corporation;102;Large Accounts;US;USA;CA;California;Irvine;Jun 23, 2006 12:00:00.0 AM;3;$;1;6,540;0;A00002;113;Agro;IBM Infoprint 1222;12;01;185.809811;250;0;250;3,000
22;22;C40000;Earthshaker Corporation;102;Large Accounts;US;USA;CA;California;Irvine;Jun 23, 2006 12:00:00.0 AM;3;$;1;6,540;0;A00003;101;J.B. Printers;J.B. Officeprint 1186;8;01;285.916277;375;0;375;3,000
23;23;C50000;ADA Technologies;103;Distributors;US;USA;NH;New Hampshire;Dover;Jul 2, 2006 12:00:00.0 AM;2;EUR;1.2793;11,461.24;8,958.99;C00006;100;Items;Gigabit Network Card;10;01;13.786937;18.75;0;18.75;187.5
23;23;C50000;ADA Technologies;103;Distributors;US;USA;NH;New Hampshire;Dover;Jul 2, 2006 12:00:00.0 AM;2;EUR;1.2793;11,461.24;8,958.99;C00001;100;Items;Motherboard BTX;20;01;360.738372;500;0;500;10,000
23;23;C50000;ADA Technologies;103;Distributors;US;USA;NH;New Hampshire;Dover;Jul 2, 2006 12:00:00.0 AM;2;EUR;1.2793;11,461.24;8,958.99;LM4029MC;101;J.B. Printers;Memory Chip;10;01;49.175803;62.5;0;62.5;625
24;24;C42000;Mashina Corporation;103;Distributors;US;USA;OH;Ohio;Dayton;Jul 7, 2006 12:00:00.0 AM;5;$;1;21,650.5;0;S10000;104;Servers;Server Point 10000;4;01;1,272.904043;2,300;0;2,300;9,200
24;24;C42000;Mashina Corporation;103;Distributors;US;USA;OH;Ohio;Dayton;Jul 7, 2006 12:00:00.0 AM;5;$;1;21,650.5;0;P10003;105;PC;PC Set 1;3;01;1,626.653191;2,175;0;2,175;6,525
24;24;C42000;Mashina Corporation;103;Distributors;US;USA;OH;Ohio;Dayton;Jul 7, 2006 12:00:00.0 AM;5;$;1;21,650.5;0;P10004;100;Items;PC Set 2;2;01;1,772.237091;2,350;0;2,350;4,700
25;25;C70000;Aquent Systems;104;Small Accounts;CA;Canada;QC;Québec;Montreal;Jul 17, 2006 12:00:00.0 AM;4;CAN;0.8999;38,062.51;42,296.38;A00006;102;Rainbow Printers;Rainbow 1200 Laser Series;50;01;318.124643;700;0;700;35,000
25;25;C70000;Aquent Systems;104;Small Accounts;CA;Canada;QC;Québec;Montreal;Jul 17, 2006 12:00:00.0 AM;4;CAN;0.8999;38,062.51;42,296.38;B10000;100;Items;Printer Label;100;01;0.727036;1.75;0;1.75;175
25;25;C70000;Aquent Systems;104;Small Accounts;CA;Canada;QC;Québec;Montreal;Jul 17, 2006 12:00:00.0 AM;4;CAN;0.8999;38,062.51;42,296.38;A00001;103;Accessories;IBM Infoprint 1312;2;01;370.033618;700;0;700;1,400
25;25;C70000;Aquent Systems;104;Small Accounts;CA;Canada;QC;Québec;Montreal;Jul 17, 2006 12:00:00.0 AM;4;CAN;0.8999;38,062.51;42,296.38;A00003;101;J.B. Printers;J.B. Officeprint 1186;2;01;285.916277;525;0;525;1,050
25;25;C70000;Aquent Systems;104;Small Accounts;CA;Canada;QC;Québec;Montreal;Jul 17, 2006 12:00:00.0 AM;4;CAN;0.8999;38,062.51;42,296.38;LM4029MC;101;J.B. Printers;Memory Chip;5;01;49.175797;87.5;0;87.5;437.5
26;26;C60000;SG Electronics;108;Production;CA;Canada;ON;Ontario;Toronto;Jul 12, 2006 12:00:00.0 AM;5;CAN;0.8999;21,330.01;23,702.64;A00001;103;Accessories;IBM Infoprint 1312;8;01;370.033607;600;0;600;4,800
26;26;C60000;SG Electronics;108;Production;CA;Canada;ON;Ontario;Toronto;Jul 12, 2006 12:00:00.0 AM;5;CAN;0.8999;21,330.01;23,702.64;A00002;113;Agro;IBM Infoprint 1222;6;01;185.809802;300;0;300;1,800
26;26;C60000;SG Electronics;108;Production;CA;Canada;ON;Ontario;Toronto;Jul 12, 2006 12:00:00.0 AM;5;CAN;0.8999;21,330.01;23,702.64;A00003;101;J.B. Printers;J.B. Officeprint 1186;2;01;285.916287;450;0;450;900
26;26;C60000;SG Electronics;108;Production;CA;Canada;ON;Ontario;Toronto;Jul 12, 2006 12:00:00.0 AM;5;CAN;0.8999;21,330.01;23,702.64;A00004;102;Rainbow Printers;Rainbow Color Printer 5.0;8;01;486.019631;750;0;750;6,000
26;26;C60000;SG Electronics;108;Production;CA;Canada;ON;Ontario;Toronto;Jul 12, 2006 12:00:00.0 AM;5;CAN;0.8999;21,330.01;23,702.64;A00005;102;Rainbow Printers;Rainbow Color Printer 7.5;6;01;385.223346;600;0;600;3,600
26;26;C60000;SG Electronics;108;Production;CA;Canada;ON;Ontario;Toronto;Jul 12, 2006 12:00:00.0 AM;5;CAN;0.8999;21,330.01;23,702.64;P10001;105;PC;PC - 8x core, DDR 32GB, 2TB HDD;1;01;1,340.737347;2,160;0;2,160;2,160
26;26;C60000;SG Electronics;108;Production;CA;Canada;ON;Ontario;Toronto;Jul 12, 2006 12:00:00.0 AM;5;CAN;0.8999;21,330.01;23,702.64;P10002;105;PC;PC - 12x core, 64GB, 5 x 150GB SSD;1;01;1,286.21717;2,070;0;2,070;2,070
27;27;C20000;Norm Thompson;103;Distributors;US;USA;PA;Pennsylvania;Northampton;Jul 22, 2006 12:00:00.0 AM;1;$;1;33,835.2;0;A00002;113;Agro;IBM Infoprint 1222;10;01;185.809797;300;0;300;3,000
27;27;C20000;Norm Thompson;103;Distributors;US;USA;PA;Pennsylvania;Northampton;Jul 22, 2006 12:00:00.0 AM;1;$;1;33,835.2;0;A00004;102;Rainbow Printers;Rainbow Color Printer 5.0;10;01;486.019617;750;0;750;7,500
27;27;C20000;Norm Thompson;103;Distributors;US;USA;PA;Pennsylvania;Northampton;Jul 22, 2006 12:00:00.0 AM;1;$;1;33,835.2;0;A00006;102;Rainbow Printers;Rainbow 1200 Laser Series;10;01;318.124677;600;0;600;6,000
27;27;C20000;Norm Thompson;103;Distributors;US;USA;PA;Pennsylvania;Northampton;Jul 22, 2006 12:00:00.0 AM;1;$;1;33,835.2;0;P10002;105;PC;PC - 12x core, 64GB, 5 x 150GB SSD;2;01;1,286.217115;2,070;0;2,070;4,140
27;27;C20000;Norm Thompson;103;Distributors;US;USA;PA;Pennsylvania;Northampton;Jul 22, 2006 12:00:00.0 AM;1;$;1;33,835.2;0;P10004;100;Items;PC Set 2;4;01;1,772.23717;2,820;0;2,820;11,280
